image,threshold,artifact_pixels,artifact_ratio,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax
german_shorthaired_196.jpg,0.485656,7396,0.028214,53,79,138,164
german_shorthaired_197.jpg,0.152695,7396,0.028214,224,422,309,507
german_shorthaired_198.jpg,0.402395,7396,0.028214,86,13,171,98
german_shorthaired_199.jpg,0.371014,7396,0.028214,104,398,189,483
german_shorthaired_2.jpg,0.158627,7224,0.027557,56,64,141,147
german_shorthaired_20.jpg,0.252275,7224,0.027557,232,106,317,189
german_shorthaired_200.jpg,0.258572,7396,0.028214,274,260,359,345
german_shorthaired_21.jpg,0.174511,7396,0.028214,240,69,325,154
german_shorthaired_22.jpg,0.230852,7396,0.028214,138,95,223,180
german_shorthaired_23.jpg,0.298714,7396,0.028214,236,232,321,317
german_shorthaired_24.jpg,0.151311,4558,0.017387,123,458,208,510
german_shorthaired_25.jpg,0.326558,7396,0.028214,83,198,168,283
german_shorthaired_26.jpg,0.257078,7396,0.028214,302,386,387,471
german_shorthaired_27.jpg,0.187175,6880,0.026245,218,107,297,192
german_shorthaired_28.jpg,0.324348,7396,0.028214,149,228,234,313
german_shorthaired_29.jpg,0.187318,7396,0.028214,220,205,305,290
german_shorthaired_3.jpg,0.208311,7396,0.028214,249,250,334,335
german_shorthaired_30.jpg,0.257707,7396,0.028214,329,251,414,336
german_shorthaired_31.jpg,0.252465,7396,0.028214,313,160,398,245
german_shorthaired_32.jpg,0.284635,7396,0.028214,20,421,105,506
german_shorthaired_33.jpg,0.391446,7396,0.028214,333,182,418,267
german_shorthaired_34.jpg,0.208739,7396,0.028214,334,406,419,491
german_shorthaired_35.jpg,0.285362,7396,0.028214,28,251,113,336
german_shorthaired_36.jpg,0.154563,7396,0.028214,300,146,385,231
german_shorthaired_37.jpg,0.265505,7396,0.028214,101,377,186,462
german_shorthaired_38.jpg,0.182901,7396,0.028214,101,296,186,381
german_shorthaired_39.jpg,0.286956,7396,0.028214,169,64,254,149
german_shorthaired_4.jpg,0.165271,7396,0.028214,196,400,281,485
german_shorthaired_40.jpg,0.298380,7396,0.028214,178,377,263,462
german_shorthaired_41.jpg,0.168643,7396,0.028214,349,4,434,89
german_shorthaired_42.jpg,0.426551,7396,0.028214,105,57,190,142
german_shorthaired_43.jpg,0.325787,7396,0.028214,220,412,305,497
german_shorthaired_44.jpg,0.195850,6708,0.025589,326,27,403,112
german_shorthaired_45.jpg,0.234553,7396,0.028214,125,149,210,234
german_shorthaired_46.jpg,0.317495,7396,0.028214,75,382,160,467
german_shorthaired_47.jpg,0.215606,7138,0.027229,278,387,363,469
german_shorthaired_48.jpg,0.315114,7396,0.028214,91,101,176,186
german_shorthaired_49.jpg,0.297591,7396,0.028214,79,395,164,480
german_shorthaired_5.jpg,0.370181,7396,0.028214,272,227,357,312
german_shorthaired_50.jpg,0.227854,7396,0.028214,320,219,405,304
german_shorthaired_51.jpg,0.285992,7396,0.028214,63,372,148,457
german_shorthaired_52.jpg,0.196070,7396,0.028214,267,218,352,303
german_shorthaired_53.jpg,0.269742,7396,0.028214,88,122,173,207
german_shorthaired_54.jpg,0.315082,7396,0.028214,50,85,135,170
german_shorthaired_55.jpg,0.236858,7396,0.028214,232,185,317,270
german_shorthaired_56.jpg,0.319634,7396,0.028214,260,121,345,206
german_shorthaired_57.jpg,0.287017,7310,0.027885,167,426,252,510
german_shorthaired_58.jpg,0.334301,7396,0.028214,79,178,164,263
german_shorthaired_59.jpg,0.278352,7396,0.028214,220,54,305,139
german_shorthaired_6.jpg,0.205438,7396,0.028214,117,354,202,439
german_shorthaired_60.jpg,0.238325,7396,0.028214,14,228,99,313
german_shorthaired_61.jpg,0.259450,7396,0.028214,327,72,412,157
german_shorthaired_62.jpg,0.229818,7396,0.028214,111,279,196,364
german_shorthaired_63.jpg,0.216362,7396,0.028214,339,313,424,398
german_shorthaired_64.jpg,0.244876,7396,0.028214,357,228,442,313
german_shorthaired_65.jpg,0.189142,7396,0.028214,86,263,171,348
german_shorthaired_66.jpg,0.257117,5293,0.020191,177,242,255,308
german_shorthaired_67.jpg,0.168844,4730,0.018044,19,456,104,510
german_shorthaired_68.jpg,0.293762,7396,0.028214,247,223,332,308
german_shorthaired_69.jpg,0.229876,6966,0.026573,213,430,298,510
german_shorthaired_7.jpg,0.257981,7396,0.028214,52,143,137,228
german_shorthaired_70.jpg,0.301514,7396,0.028214,113,129,198,214
german_shorthaired_71.jpg,0.258624,7396,0.028214,7,363,92,448
german_shorthaired_72.jpg,0.189055,7396,0.028214,47,257,132,342
german_shorthaired_73.jpg,0.189436,7396,0.028214,217,110,302,195
german_shorthaired_74.jpg,0.270911,6622,0.025261,345,144,421,229
german_shorthaired_75.jpg,0.301216,7396,0.028214,59,423,144,508
german_shorthaired_76.jpg,0.399953,6966,0.026573,344,430,429,510
german_shorthaired_77.jpg,0.171611,6970,0.026588,278,115,362,196
german_shorthaired_78.jpg,0.276131,7396,0.028214,301,242,386,327
german_shorthaired_79.jpg,0.247258,7396,0.028214,44,214,129,299
german_shorthaired_8.jpg,0.307622,7396,0.028214,250,418,335,503
german_shorthaired_80.jpg,0.299598,5848,0.022308,80,443,165,510
german_shorthaired_81.jpg,0.258493,7396,0.028214,87,248,172,333
german_shorthaired_82.jpg,0.279129,7396,0.028214,44,346,129,431
german_shorthaired_83.jpg,0.191778,7396,0.028214,281,287,366,372
german_shorthaired_84.jpg,0.262871,6966,0.026573,313,146,393,231
german_shorthaired_85.jpg,0.396808,7396,0.028214,324,5,409,90
german_shorthaired_86.jpg,0.326009,7396,0.028214,153,32,238,117
german_shorthaired_87.jpg,0.200938,6708,0.025589,99,129,176,214
german_shorthaired_88.jpg,0.257019,7396,0.028214,27,89,112,174
german_shorthaired_89.jpg,0.285797,7396,0.028214,328,305,413,390
german_shorthaired_9.jpg,0.249518,7396,0.028214,131,281,216,366
german_shorthaired_90.jpg,0.276592,7396,0.028214,89,194,174,279
german_shorthaired_91.jpg,0.178003,6536,0.024933,78,390,163,465
german_shorthaired_92.jpg,0.209059,7396,0.028214,55,334,140,419
german_shorthaired_93.jpg,0.294954,7396,0.028214,333,406,418,491
german_shorthaired_94.jpg,0.199218,7396,0.028214,341,270,426,355
german_shorthaired_95.jpg,0.220289,7396,0.028214,232,172,317,257
german_shorthaired_96.jpg,0.235817,7396,0.028214,282,233,367,318
german_shorthaired_97.jpg,0.341895,7396,0.028214,185,53,270,138
german_shorthaired_98.jpg,0.191026,7396,0.028214,197,228,282,313
german_shorthaired_99.jpg,0.273225,7396,0.028214,182,243,267,328
great_pyrenees_1.jpg,0.300634,7396,0.028214,269,298,354,383
great_pyrenees_10.jpg,0.185567,7052,0.026901,255,16,340,97
great_pyrenees_100.jpg,0.323945,7396,0.028214,165,188,250,273
great_pyrenees_101.jpg,0.223771,6880,0.026245,342,40,421,125
great_pyrenees_102.jpg,0.327927,7396,0.028214,140,265,225,350
great_pyrenees_103.jpg,0.332274,7396,0.028214,185,174,270,259
great_pyrenees_104.jpg,0.338529,7396,0.028214,206,366,291,451
great_pyrenees_105.jpg,0.232613,7396,0.028214,352,146,437,231
great_pyrenees_106.jpg,0.310167,7396,0.028214,283,199,368,284
great_pyrenees_107.jpg,0.255343,7396,0.028214,199,285,284,370
great_pyrenees_108.jpg,0.175757,7138,0.027229,156,414,241,496
great_pyrenees_109.jpg,0.211766,6364,0.024277,298,437,383,510
great_pyrenees_11.jpg,0.337663,7396,0.028214,118,157,203,242
great_pyrenees_110.jpg,0.209507,7138,0.027229,267,428,352,510
great_pyrenees_111.jpg,0.258013,7396,0.028214,357,331,442,416
great_pyrenees_112.jpg,0.305919,7396,0.028214,247,321,332,406
great_pyrenees_113.jpg,0.306711,7396,0.028214,233,76,318,161
great_pyrenees_114.jpg,0.181602,7396,0.028214,278,128,363,213
great_pyrenees_115.jpg,0.235596,6888,0.026276,170,121,253,202
great_pyrenees_116.jpg,0.227472,7396,0.028214,237,286,322,371
great_pyrenees_117.jpg,0.361315,7396,0.028214,286,263,371,348
great_pyrenees_118.jpg,0.288366,7396,0.028214,194,239,279,324
great_pyrenees_119.jpg,0.231136,7224,0.027557,92,324,175,409
great_pyrenees_12.jpg,0.187841,7396,0.028214,109,105,194,190
great_pyrenees_120.jpg,0.256357,6794,0.025917,168,283,246,368
great_pyrenees_121.jpg,0.260260,7396,0.028214,260,209,345,294
great_pyrenees_122.jpg,0.185638,6794,0.025917,279,55,357,140
great_pyrenees_123.jpg,0.146968,7396,0.028214,33,267,118,352
great_pyrenees_124.jpg,0.302943,7396,0.028214,235,131,320,216
great_pyrenees_125.jpg,0.171543,6132,0.023392,258,438,341,510
great_pyrenees_126.jpg,0.223525,7396,0.028214,135,372,220,457
great_pyrenees_127.jpg,0.269140,7396,0.028214,163,137,248,222
great_pyrenees_128.jpg,0.362369,7396,0.028214,84,130,169,215
great_pyrenees_129.jpg,0.448700,7396,0.028214,221,227,306,312
great_pyrenees_13.jpg,0.233596,6708,0.025589,144,143,221,228
great_pyrenees_130.jpg,0.184832,7396,0.028214,53,79,138,164
great_pyrenees_131.jpg,0.179737,7396,0.028214,272,84,357,169
great_pyrenees_132.jpg,0.234173,7396,0.028214,59,253,144,338
great_pyrenees_133.jpg,0.248147,7396,0.028214,209,131,294,216
great_pyrenees_134.jpg,0.248047,7396,0.028214,275,214,360,299
great_pyrenees_135.jpg,0.265462,7396,0.028214,121,274,206,359
great_pyrenees_136.jpg,0.363010,7396,0.028214,28,38,113,123
great_pyrenees_137.jpg,0.152643,5504,0.020996,217,447,302,510
great_pyrenees_138.jpg,0.217442,7396,0.028214,25,151,110,236
great_pyrenees_139.jpg,0.220408,7396,0.028214,100,168,185,253
great_pyrenees_14.jpg,0.229007,7396,0.028214,154,218,239,303
great_pyrenees_140.jpg,0.286688,7396,0.028214,180,340,265,425
great_pyrenees_141.jpg,0.249270,7396,0.028214,244,422,329,507
great_pyrenees_142.jpg,0.373827,6192,0.023621,281,439,366,510
great_pyrenees_143.jpg,0.309021,7396,0.028214,15,143,100,228
great_pyrenees_144.jpg,0.306348,7396,0.028214,146,418,231,503
great_pyrenees_145.jpg,0.251025,7396,0.028214,140,156,225,241
great_pyrenees_146.jpg,0.295554,6794,0.025917,94,179,172,264
great_pyrenees_147.jpg,0.229911,6192,0.023621,258,439,343,510
great_pyrenees_148.jpg,0.162450,7138,0.027229,7,175,89,260
great_pyrenees_149.jpg,0.161328,7310,0.027885,120,1,205,85
great_pyrenees_15.jpg,0.310708,7396,0.028214,62,75,147,160
great_pyrenees_150.jpg,0.222184,7396,0.028214,217,289,302,374
great_pyrenees_151.jpg,0.145598,7396,0.028214,48,204,133,289
great_pyrenees_152.jpg,0.189115,7396,0.028214,24,91,109,176
great_pyrenees_153.jpg,0.236418,7396,0.028214,76,152,161,237
great_pyrenees_154.jpg,0.213595,7396,0.028214,190,331,275,416
great_pyrenees_155.jpg,0.155886,6622,0.025261,64,75,140,160
great_pyrenees_156.jpg,0.165808,5074,0.019356,357,452,442,510
great_pyrenees_157.jpg,0.166312,6966,0.026573,33,331,113,416
great_pyrenees_158.jpg,0.144408,4544,0.017334,51,88,121,151
great_pyrenees_159.jpg,0.257803,7396,0.028214,26,32,111,117
great_pyrenees_16.jpg,0.211390,7396,0.028214,35,153,120,238
great_pyrenees_160.jpg,0.358936,7396,0.028214,181,57,266,142
great_pyrenees_161.jpg,0.276358,7396,0.028214,215,212,300,297
great_pyrenees_162.jpg,0.233188,7396,0.028214,205,290,290,375
great_pyrenees_163.jpg,0.312678,5418,0.020668,119,141,204,203
great_pyrenees_164.jpg,0.305152,7396,0.028214,317,158,402,243
great_pyrenees_165.jpg,0.272450,7396,0.028214,243,283,328,368
great_pyrenees_166.jpg,0.278423,7396,0.028214,338,51,423,136
great_pyrenees_167.jpg,0.233427,7396,0.028214,332,250,417,335
great_pyrenees_168.jpg,0.242429,7396,0.028214,85,17,170,102
great_pyrenees_169.jpg,0.276570,7396,0.028214,289,130,374,215
great_pyrenees_17.jpg,0.367488,7396,0.028214,275,98,360,183
great_pyrenees_170.jpg,0.316838,7396,0.028214,288,64,373,149
great_pyrenees_171.jpg,0.230148,7310,0.027885,347,52,432,136
great_pyrenees_172.jpg,0.309059,7310,0.027885,67,182,151,267
great_pyrenees_173.jpg,0.265595,7396,0.028214,99,254,184,339
great_pyrenees_174.jpg,0.354363,6474,0.024696,53,143,130,225
great_pyrenees_175.jpg,0.254488,7396,0.028214,185,199,270,284
great_pyrenees_176.jpg,0.160460,7396,0.028214,295,382,380,467
great_pyrenees_177.jpg,0.336529,5418,0.020668,130,79,215,141
great_pyrenees_178.jpg,0.165481,7396,0.028214,57,320,142,405
great_pyrenees_179.jpg,0.192353,7224,0.027557,24,308,109,391
great_pyrenees_18.jpg,0.184548,7396,0.028214,75,97,160,182
great_pyrenees_180.jpg,0.224439,7396,0.028214,115,218,200,303
great_pyrenees_181.jpg,0.404713,7396,0.028214,180,68,265,153
great_pyrenees_182.jpg,0.169382,7396,0.028214,202,240,287,325
great_pyrenees_183.jpg,0.231226,6794,0.025917,232,256,310,341
great_pyrenees_184.jpg,0.151100,7396,0.028214,16,417,101,502
great_pyrenees_185.jpg,0.184211,5074,0.019356,35,452,120,510
great_pyrenees_186.jpg,0.278244,7396,0.028214,172,179,257,264
great_pyrenees_187.jpg,0.245616,7396,0.028214,115,72,200,157
great_pyrenees_188.jpg,0.274289,6622,0.025261,146,106,222,191
great_pyrenees_189.jpg,0.224845,7396,0.028214,171,249,256,334
great_pyrenees_19.jpg,0.286228,5934,0.022636,294,320,379,388
great_pyrenees_190.jpg,0.283277,5676,0.021652,240,445,325,510
great_pyrenees_191.jpg,0.316793,7396,0.028214,103,224,188,309
great_pyrenees_192.jpg,0.304899,7396,0.028214,28,424,113,509
great_pyrenees_193.jpg,0.363459,7396,0.028214,20,113,105,198
great_pyrenees_194.jpg,0.332586,7396,0.028214,16,207,101,292
great_pyrenees_195.jpg,0.361342,7396,0.028214,235,87,320,172
great_pyrenees_196.jpg,0.355387,7396,0.028214,336,253,421,338
great_pyrenees_197.jpg,0.245104,7396,0.028214,316,383,401,468
great_pyrenees_198.jpg,0.247060,7396,0.028214,147,62,232,147
great_pyrenees_199.jpg,0.211079,7396,0.028214,305,259,390,344
great_pyrenees_2.jpg,0.303196,7396,0.028214,251,51,336,136
great_pyrenees_20.jpg,0.231090,7396,0.028214,221,393,306,478
great_pyrenees_200.jpg,0.229964,6004,0.022903,227,25,302,103
great_pyrenees_21.jpg,0.176028,6794,0.025917,48,432,133,510
great_pyrenees_22.jpg,0.152671,7310,0.027885,1,378,85,463
great_pyrenees_23.jpg,0.206974,7396,0.028214,313,242,398,327
great_pyrenees_24.jpg,0.317509,7396,0.028214,119,104,204,189
great_pyrenees_25.jpg,0.326866,7396,0.028214,213,316,298,401
great_pyrenees_26.jpg,0.397411,7396,0.028214,213,124,298,209
great_pyrenees_27.jpg,0.334409,7396,0.028214,107,99,192,184
great_pyrenees_28.jpg,0.198091,7396,0.028214,232,354,317,439
great_pyrenees_29.jpg,0.281162,7396,0.028214,124,379,209,464
great_pyrenees_3.jpg,0.156626,7396,0.028214,24,312,109,397
great_pyrenees_30.jpg,0.214355,7052,0.026901,162,257,243,342
great_pyrenees_31.jpg,0.178605,7396,0.028214,177,391,262,476
great_pyrenees_32.jpg,0.294540,7396,0.028214,82,336,167,421
great_pyrenees_33.jpg,0.408750,7396,0.028214,184,121,269,206
great_pyrenees_34.jpg,0.221540,7396,0.028214,276,400,361,485
great_pyrenees_35.jpg,0.293861,6106,0.023293,72,432,157,502
great_pyrenees_36.jpg,0.318312,7396,0.028214,176,294,261,379
great_pyrenees_37.jpg,0.265779,7396,0.028214,151,93,236,178
great_pyrenees_38.jpg,0.226442,7396,0.028214,100,46,185,131
great_pyrenees_39.jpg,0.196551,7396,0.028214,329,348,414,433
great_pyrenees_4.jpg,0.278596,7396,0.028214,322,20,407,105
great_pyrenees_40.jpg,0.158605,5590,0.021324,74,445,159,509
great_pyrenees_41.jpg,0.341425,7396,0.028214,148,93,233,178
great_pyrenees_42.jpg,0.219133,7396,0.028214,65,16,150,101
great_pyrenees_43.jpg,0.367644,7396,0.028214,277,65,362,150
great_pyrenees_44.jpg,0.319819,7224,0.027557,274,190,357,275
great_pyrenees_45.jpg,0.346728,7396,0.028214,302,191,387,276
great_pyrenees_46.jpg,0.387845,7396,0.028214,282,313,367,398
great_pyrenees_47.jpg,0.355253,7310,0.027885,1,237,85,322
great_pyrenees_48.jpg,0.356149,7396,0.028214,29,87,114,172
great_pyrenees_49.jpg,0.357148,7396,0.028214,290,240,375,325
great_pyrenees_5.jpg,0.281753,7396,0.028214,265,337,350,422
great_pyrenees_50.jpg,0.308738,7396,0.028214,294,280,379,365
great_pyrenees_51.jpg,0.206751,6708,0.025589,65,120,142,205
great_pyrenees_52.jpg,0.384723,7396,0.028214,198,331,283,416
great_pyrenees_53.jpg,0.301497,7396,0.028214,233,226,318,311
great_pyrenees_54.jpg,0.322845,7396,0.028214,297,315,382,400
great_pyrenees_55.jpg,0.227280,7396,0.028214,153,303,238,388
great_pyrenees_56.jpg,0.385795,7310,0.027885,267,426,352,510
great_pyrenees_57.jpg,0.201000,6966,0.026573,313,226,393,311
great_pyrenees_58.jpg,0.292487,7396,0.028214,198,61,283,146
great_pyrenees_59.jpg,0.288537,7396,0.028214,267,398,352,483
great_pyrenees_6.jpg,0.202525,7396,0.028214,310,222,395,307
great_pyrenees_60.jpg,0.384796,7396,0.028214,185,266,270,351
great_pyrenees_61.jpg,0.244919,6622,0.025261,120,303,196,388
great_pyrenees_62.jpg,0.330783,7396,0.028214,52,102,137,187
great_pyrenees_63.jpg,0.278599,7396,0.028214,235,143,320,228
great_pyrenees_64.jpg,0.182193,7396,0.028214,49,365,134,450
great_pyrenees_65.jpg,0.253251,7396,0.028214,337,197,422,282
great_pyrenees_66.jpg,0.190159,7396,0.028214,256,12,341,97
great_pyrenees_67.jpg,0.144651,2520,0.009613,68,391,137,426
great_pyrenees_68.jpg,0.219296,7396,0.028214,79,155,164,240
great_pyrenees_69.jpg,0.168998,7396,0.028214,23,214,108,299
great_pyrenees_7.jpg,0.287593,7396,0.028214,231,206,316,291
great_pyrenees_70.jpg,0.286437,7396,0.028214,251,173,336,258
great_pyrenees_71.jpg,0.154069,7396,0.028214,131,45,216,130
great_pyrenees_72.jpg,0.213052,7224,0.027557,55,349,138,434
great_pyrenees_73.jpg,0.199689,6474,0.024696,84,72,161,154
great_pyrenees_74.jpg,0.156720,7396,0.028214,49,400,134,485
great_pyrenees_75.jpg,0.219330,7396,0.028214,356,353,441,438
great_pyrenees_76.jpg,0.195290,7396,0.028214,205,6,290,91
great_pyrenees_77.jpg,0.306414,7396,0.028214,148,100,233,185
great_pyrenees_78.jpg,0.312194,7396,0.028214,57,240,142,325
great_pyrenees_79.jpg,0.314815,7396,0.028214,310,237,395,322
great_pyrenees_8.jpg,0.417037,7396,0.028214,213,140,298,225
great_pyrenees_80.jpg,0.334843,7396,0.028214,107,178,192,263
great_pyrenees_81.jpg,0.250066,7396,0.028214,123,377,208,462
great_pyrenees_82.jpg,0.171688,6708,0.025589,139,433,224,510
great_pyrenees_83.jpg,0.272591,7396,0.028214,356,417,441,502
great_pyrenees_84.jpg,0.242897,7396,0.028214,89,279,174,364
great_pyrenees_85.jpg,0.361474,7396,0.028214,307,330,392,415
great_pyrenees_86.jpg,0.362842,7396,0.028214,92,265,177,350
great_pyrenees_87.jpg,0.237302,7396,0.028214,240,93,325,178
great_pyrenees_88.jpg,0.420631,7396,0.028214,83,55,168,140
great_pyrenees_89.jpg,0.263054,7396,0.028214,40,201,125,286
great_pyrenees_9.jpg,0.290430,7310,0.027885,178,149,263,233
great_pyrenees_90.jpg,0.224019,7396,0.028214,86,369,171,454
great_pyrenees_91.jpg,0.233686,7396,0.028214,106,260,191,345
great_pyrenees_92.jpg,0.320200,6192,0.023621,149,439,234,510
great_pyrenees_93.jpg,0.219250,7396,0.028214,17,96,102,181
great_pyrenees_94.jpg,0.166101,7396,0.028214,165,420,250,505
great_pyrenees_95.jpg,0.200144,7396,0.028214,1,270,86,355
great_pyrenees_96.jpg,0.226063,7396,0.028214,345,322,430,407
great_pyrenees_97.jpg,0.300097,7396,0.028214,354,253,439,338
great_pyrenees_98.jpg,0.396300,7396,0.028214,269,90,354,175
great_pyrenees_99.jpg,0.271547,7396,0.028214,104,52,189,137
havanese_1.jpg,0.316990,7396,0.028214,50,96,135,181
havanese_10.jpg,0.354632,7396,0.028214,72,132,157,217
havanese_100.jpg,0.168634,7396,0.028214,207,332,292,417
havanese_101.jpg,0.155711,5418,0.020668,191,128,276,190
havanese_102.jpg,0.344300,7396,0.028214,105,248,190,333
havanese_103.jpg,0.259348,7396,0.028214,36,423,121,508
havanese_104.jpg,0.160122,7396,0.028214,183,376,268,461
havanese_105.jpg,0.268433,6450,0.024605,299,62,384,136
havanese_106.jpg,0.320602,7396,0.028214,93,232,178,317
havanese_107.jpg,0.175366,6794,0.025917,67,432,152,510
havanese_108.jpg,0.304193,7052,0.026901,75,304,156,389
havanese_109.jpg,0.157131,7396,0.028214,133,368,218,453
havanese_11.jpg,0.326007,7396,0.028214,50,329,135,414
havanese_110.jpg,0.304296,7396,0.028214,262,127,347,212
havanese_111.jpg,0.184876,7396,0.028214,214,311,299,396
havanese_112.jpg,0.227345,7396,0.028214,160,43,245,128
havanese_113.jpg,0.178574,7396,0.028214,131,134,216,219
havanese_114.jpg,0.229765,7396,0.028214,44,413,129,498
havanese_115.jpg,0.232950,7396,0.028214,351,388,436,473
havanese_116.jpg,0.399786,7396,0.028214,338,41,423,126
havanese_117.jpg,0.264790,7396,0.028214,314,91,399,176
havanese_118.jpg,0.279121,7396,0.028214,128,120,213,205
havanese_119.jpg,0.350189,7396,0.028214,110,156,195,241
havanese_12.jpg,0.216202,7396,0.028214,61,249,146,334
havanese_120.jpg,0.425884,7396,0.028214,121,401,206,486
havanese_121.jpg,0.309100,6880,0.026245,176,431,261,510
havanese_122.jpg,0.212091,7396,0.028214,315,351,400,436
havanese_123.jpg,0.298955,7396,0.028214,22,239,107,324
havanese_124.jpg,0.294834,7396,0.028214,103,93,188,178
havanese_125.jpg,0.356716,5676,0.021652,82,300,167,365
havanese_126.jpg,0.296621,7396,0.028214,38,320,123,405
havanese_127.jpg,0.164248,4774,0.018211,267,360,343,421
havanese_128.jpg,0.206085,7396,0.028214,141,38,226,123
havanese_129.jpg,0.275953,7396,0.028214,11,129,96,214
havanese_13.jpg,0.267248,7396,0.028214,72,410,157,495
havanese_130.jpg,0.155666,6708,0.025589,140,336,217,421
havanese_131.jpg,0.237918,7310,0.027885,2,302,86,387
havanese_132.jpg,0.217860,7396,0.028214,27,361,112,446
havanese_133.jpg,0.161447,7396,0.028214,288,39,373,124
havanese_134.jpg,0.144941,2520,0.009613,18,171,87,206
havanese_135.jpg,0.218422,7396,0.028214,22,285,107,370
havanese_136.jpg,0.219284,7396,0.028214,201,252,286,337
havanese_137.jpg,0.208955,7396,0.028214,177,374,262,459
havanese_138.jpg,0.186061,7396,0.028214,220,66,305,151
havanese_139.jpg,0.220228,7396,0.028214,102,274,187,359
havanese_14.jpg,0.257579,7396,0.028214,275,262,360,347
havanese_140.jpg,0.153825,7396,0.028214,7,219,92,304
havanese_141.jpg,0.212332,7396,0.028214,345,165,430,250
havanese_142.jpg,0.315185,7396,0.028214,315,92,400,177
havanese_143.jpg,0.231580,7396,0.028214,206,223,291,308
havanese_144.jpg,0.344963,7396,0.028214,184,50,269,135
havanese_145.jpg,0.219152,5590,0.021324,72,446,157,510
havanese_146.jpg,0.347587,7224,0.027557,76,281,159,366
havanese_147.jpg,0.183919,7396,0.028214,346,371,431,456
havanese_148.jpg,0.201663,7396,0.028214,98,322,183,407
havanese_149.jpg,0.219756,7396,0.028214,219,242,304,327
havanese_15.jpg,0.246173,7396,0.028214,137,272,222,357
havanese_150.jpg,0.309164,6708,0.025589,276,385,353,470
havanese_151.jpg,0.273374,7396,0.028214,182,83,267,168
havanese_152.jpg,0.217250,7396,0.028214,206,49,291,134
havanese_153.jpg,0.160377,6966,0.026573,15,426,100,506
havanese_154.jpg,0.286094,6106,0.023293,326,440,411,510
havanese_155.jpg,0.372068,7396,0.028214,177,207,262,292
havanese_156.jpg,0.295002,6794,0.025917,355,66,433,151
havanese_157.jpg,0.299207,7396,0.028214,148,213,233,298
havanese_158.jpg,0.297316,7396,0.028214,351,115,436,200
havanese_159.jpg,0.464795,7396,0.028214,161,89,246,174
havanese_16.jpg,0.249852,7396,0.028214,13,312,98,397
havanese_160.jpg,0.279442,7396,0.028214,357,170,442,255
havanese_161.jpg,0.281527,7396,0.028214,353,340,438,425
havanese_162.jpg,0.294713,7396,0.028214,116,86,201,171
havanese_163.jpg,0.306974,6536,0.024933,223,335,298,420
havanese_164.jpg,0.255902,7396,0.028214,321,45,406,130
havanese_165.jpg,0.274025,7396,0.028214,159,372,244,457
havanese_166.jpg,0.387189,7396,0.028214,307,86,392,171
havanese_167.jpg,0.278842,7396,0.028214,327,187,412,272
havanese_168.jpg,0.234851,7396,0.028214,13,372,98,457
havanese_169.jpg,0.332347,7396,0.028214,329,260,414,345
havanese_17.jpg,0.342233,7396,0.028214,289,259,374,344
havanese_170.jpg,0.216398,7310,0.027885,193,139,277,224
havanese_171.jpg,0.301739,7396,0.028214,229,74,314,159
havanese_172.jpg,0.341936,7396,0.028214,184,96,269,181
havanese_173.jpg,0.210503,6020,0.022964,137,441,222,510
havanese_174.jpg,0.324157,7396,0.028214,88,418,173,503
havanese_175.jpg,0.173673,7396,0.028214,35,41,120,126
havanese_176.jpg,0.220309,7396,0.028214,330,33,415,118
havanese_177.jpg,0.310758,7396,0.028214,297,80,382,165
havanese_178.jpg,0.173776,4819,0.018383,238,450,316,510
havanese_179.jpg,0.229986,6622,0.025261,147,324,223,409
havanese_18.jpg,0.352990,7396,0.028214,66,107,151,192
havanese_180.jpg,0.215926,7396,0.028214,289,215,374,300
havanese_181.jpg,0.215097,7396,0.028214,53,214,138,299
havanese_182.jpg,0.343871,7396,0.028214,203,372,288,457
havanese_183.jpg,0.211995,7396,0.028214,27,186,112,271
havanese_184.jpg,0.363094,7396,0.028214,43,176,128,261
havanese_185.jpg,0.286065,7396,0.028214,298,313,383,398
havanese_186.jpg,0.347046,7396,0.028214,245,11,330,96
havanese_187.jpg,0.346632,7396,0.028214,246,333,331,418
havanese_188.jpg,0.182008,7396,0.028214,148,19,233,104
havanese_189.jpg,0.211375,6278,0.023949,193,58,278,130
havanese_19.jpg,0.255681,6106,0.023293,248,440,333,510
havanese_190.jpg,0.321383,7396,0.028214,144,123,229,208
havanese_191.jpg,0.280330,6622,0.025261,259,252,335,337
havanese_192.jpg,0.332070,6708,0.025589,41,100,118,185
havanese_193.jpg,0.289493,7396,0.028214,26,350,111,435
havanese_194.jpg,0.320908,7396,0.028214,247,422,332,507
havanese_195.jpg,0.343504,7396,0.028214,317,140,402,225
havanese_196.jpg,0.221656,6622,0.025261,88,231,164,316
havanese_197.jpg,0.251412,7396,0.028214,279,344,364,429
havanese_198.jpg,0.245875,7396,0.028214,219,59,304,144
havanese_199.jpg,0.360999,7396,0.028214,15,245,100,330
havanese_2.jpg,0.355889,7396,0.028214,285,74,370,159
havanese_20.jpg,0.315739,7396,0.028214,32,2,117,87
havanese_200.jpg,0.240190,7396,0.028214,274,366,359,451
havanese_21.jpg,0.236258,7396,0.028214,352,304,437,389
havanese_22.jpg,0.322925,7396,0.028214,270,15,355,100
havanese_23.jpg,0.314384,7396,0.028214,83,243,168,328
havanese_24.jpg,0.269898,7396,0.028214,73,331,158,416
havanese_25.jpg,0.168257,7396,0.028214,128,17,213,102
